IWM: iShares Russell 2000 ETF
Inception Date: 2000-05-22
Fund Holdings as of: 2024-02-29
Total Assets Under Management (in thousands):	61920400
Shares Outstanding: 306000000
Expense Ratio: 0.19%
Tracks This Index: Russell 2000 Index
ETF Database Category: Small Cap Blend Equities
"Issuer: BlackRock, Inc."
Structure: ETF
ETF Home Page: https://etfdb.com/etf/IWM


Holding,Symbol,Weighting
Marine Products Corporation,MPX,0.0%
"Torrid Holdings, Inc.",CURV,0.0%
Turnstone Biologics Corp.,TSBX,0.0%
"KVH Industries, Inc.",KVHI,0.0%
inTEST Corporation,INTT,0.0%
"Aeva Technologies, Inc.",AEVA,0.0%
Atara Biotherapeutics Inc,ATRA,0.0%
"Expensify, Inc. Class A",EXFY,0.0%
"OptiNose, Inc.",OPTN,0.0%
"P.A.M. Transportation Services, Inc.",PTSI,0.0%
Empire Petroleum Corporation,EP,0.0%
"Veritone, Inc.",VERI,0.0%
"Orchestra BioMed Holdings, Inc.",OBIO,0.0%
"Graphite Bio, Inc.",GRPH,0.0%
"Beyond Air, Inc.",XAIR,0.0%
"OppFi, Inc.",OPFI,0.0%
Babcock & Wilcox Enterprises Inc,BW,0.0%
"Clipper Realty, Inc.",CLPR,0.0%
Redwire Corp,RDW,0.0%
J.M. Smucker Company,SJM,0.0%
Office Properties Income Trust,OPI,0.0%
"Lazydays Holdings, Inc.",GORV,0.0%
Reneo Pharmaceuticals Inc,RPHM,0.0%
"Century Casinos, Inc.",CNTY,0.0%
GoHealth Inc Class A,GOCO,0.0%
Terran Orbital Corp,LLAP,0.0%
"Vigil Neuroscience, Inc.",VIGL,0.0%
Zura Bio Limited Class A,ZURA,0.0%
"NL Industries, Inc.",NL,0.0%
"Assertio Holdings, Inc.",ASRT,0.0%
374Water Inc,SCWO,0.0%
"Eagle Pharmaceuticals, Inc.",EGRX,0.0%
Skillsoft Corp Class A,SKIL,0.0%
Stratus Properties Inc.,STRS,0.0%
"Solo Brands, Inc. Class A",DTC,0.0%
Generation Bio Co.,GBIO,0.0%
"Transcontinental Realty Investors, Inc.",TCI,0.0%
"Presto Automation, Inc.",PRST,0.0%
"Cartesian Therapeutics, Inc.",RNAC,0.0%
Zevia PBC Class A,ZVIA,0.0%
"Carisma Therapeutics, Inc.",CARM,0.0%
"J.Jill, Inc.",JILL,0.0%
"2U, Inc.",TWOU,0.0%
"Fossil Group, Inc.",FOSL,0.0%
"DHI Group, Inc.",DHX,0.0%
"Sight Sciences, Inc.",SGHT,0.0%
Tredegar Corporation,TG,0.0%
"Trevi Therapeutics, Inc.",TRVI,0.0%
"FTC Solar, Inc.",FTCI,0.0%
Amprius Technologies Inc,AMPX,0.0%
"Eve Holding, Inc.",EVEX,0.0%
"Mondee Holdings, Inc. Class A",MOND,0.0%
"Prelude Therapeutics, Inc.",PRLD,0.0%
"Intevac, Inc.",IVAC,0.0%
"Century Therapeutics, Inc.",IPSC,0.0%
"Computer Programs and Systems, Inc.",CPSI,0.0%
"United Homes Group, Inc. Class A",UHG,0.0%
"NI Holdings, Inc.",NODK,0.0%
Akoya Biosciences Inc,AKYA,0.0%
"Biglari Holdings, Inc. Class B",BH,0.0%
"EVI Industries, Inc.",EVI,0.0%
"Acrivon Therapeutics, Inc.",ACRV,0.0%
"Townsquare Media, Inc. Class A",TSQ,0.0%
"Akoustis Technologies, Inc.",AKTS,0.0%
"ONE Group Hospitality, Inc.",STKS,0.0%
"Verde Clean Fuels, Inc. Class A",VGAS,0.0%
eGain Corporation,EGAN,0.0%
"Bakkt Holdings, Inc. Class A",BKKT,0.0%
"BigBear.ai Holdings, Inc.",BBAI,0.0%
"Consumer Portfolio Services, Inc.",CPSS,0.0%
"LanzaTech Global, Inc.",LNZA,0.0%
"Seer, Inc. Class A",SEER,0.0%
Gambling.com Group Ltd,GAMB,0.0%
Kingsway Financial Services Inc,KFS,0.0%
"Design Therapeutics, Inc.",DSGN,0.0%
P3 Health Partners Inc. Class A,PIII,0.0%
"Finance of America Cos., Inc. Class A",FOA,0.0%
CompX International Inc. Class A,CIX,0.0%
ESS Tech Inc,GWH,0.0%
"Vertex Energy, Inc.",VTNR,0.0%
CoreCard Corporation,CCRD,0.0%
"Protalix Biotherapeutics, Inc.",PLX,0.0%
"CareMax, Inc. Class A",CMAX,0.0%
Cato Corporation Class A,CATO,0.0%
"Tingo Group, Inc.",TIO,0.0%
Cadiz Inc.,CDZI,0.0%
Security National Financial Corporation Class A,SNFCA,0.0%
"Eyenovia, Inc.",EYEN,0.0%
"Maui Land & Pineapple Company, Inc.",MLP,0.0%
Verrica Pharmaceuticals Inc.,VRCA,0.0%
Dragonfly Energy Holdings Corp,DFLI,0.0%
"Vor Biopharma, Inc.",VOR,0.0%
Adicet Bio Inc,ACET,0.0%
"Maxeon Solar Technologies, Ltd.",MAXN,0.0%
"Blue Ridge Bankshares, Inc.",BRBS,0.0%
"TELA Bio, Inc.",TELA,0.0%
"NexPoint Real Estate Finance, Inc.",NREF,0.0%
"Omega Therapeutics, Inc.",OMGA,0.0%
"Pioneer Bancorp, Inc.",PBFS,0.0%
"MainStreet Bancshares, Inc.",MNSB,0.0%
Dakota Gold Corp,DC,0.0%
INNOVATE Corp,VATE,0.0%
"Airsculpt Technologies, Inc.",AIRS,0.0%
PrimeEnergy Resources Corporation,PNRG,0.0%
"Vicarious Surgical, Inc. Class A",RBOT,0.0%
"Lineage Cell Therapeutics, Inc.",LCTX,0.0%
"MarketWise, Inc. Class A",MKTW,0.0%
Cara Therapeutics Inc,CARA,0.0%
VOXX International Corporation Class A,VOXX,0.0%
"Danimer Scientific, Inc. Class A",DNMR,0.0%
Li-Cycle Holdings Corp.,LICY,0.0%
SKYX Platforms Corp.,SKYX,0.0%
"Allakos, Inc.",ALLK,0.0%
Sagimet Biosciences Inc. Class A,SGMT,0.0%
"Traeger, Inc.",COOK,0.0%
"Maiden Holdings, Ltd.",MHLD,0.0%
Citius Pharmaceuticals Inc,CTXR,0.0%
"Cutera, Inc.",CUTR,0.0%
Noodles & Co. Class A,NDLS,0.0%
Rallybio Corporation,RLYB,0.0%
"Kaltura, Inc.",KLTR,0.0%
"Origin Materials, Inc.",ORGN,0.0%
"Outlook Therapeutics, Inc.",OTLK,0.0%
Big 5 Sporting Goods Corporation,BGFV,0.0%
GrowGeneration Corp.,GRWG,0.0%
"USCB Financial Holdings, Inc. Class A",USCB,0.0%
"American Realty Investors, Inc.",ARL,0.0%
Envela Corporation,ELA,0.0%
InnovAge Holding Corp.,INNV,0.0%
Kezar Life Sciences Inc,KZR,0.0%
"CPI Card Group, Inc.",PMTS,0.0%
Veradigm Inc.,MDRX,0.0%
Seres Therapeutics Inc,MCRB,0.0%
"BioXcel Therapeutics, Inc.",BTAI,0.0%
"Rent the Runway, Inc.",RENT,0.0%
"PetMed Express, Inc.",PETS,0.0%
"System1, Inc. Class A",SST,0.0%
Aveanna Healthcare Holdings Inc,AVAH,0.0%
"Velo3D, Inc.",VLD,0.0%
"Allbirds, Inc. Class A",BIRD,0.0%
Vuzix Corporation,VUZI,0.0%
"Contango ORE, Inc.",CTGO,0.0%
"5E Advanced Materials, Inc.",FEAM,0.0%
DZS Inc.,DZSI,0.0%
"X4 Pharmaceuticals, Inc.",XFOR,0.0%
"KORU Medical Systems, Inc.",KRMD,0.0%
"Priority Technology Holdings, Inc.",PRTH,0.0%
Forafric Global PLC,AFRI,0.0%
Perpetua Resources Corp.,PPTA,0.0%
"Value Line, Inc.",VALU,0.0%
"Fiscalnote Holdings, Inc. Class A",NOTE,0.0%
Kimco Realty Corporation,KIM,0.0%
"PaySign, Inc. Class B",PAYS,0.0%
Brightcove Inc.,BCOV,0.0%
"Ramaco Resources, Inc. Class B",METCB,0.0%
"Mammoth Energy Services, Inc.",TUSK,0.0%
"Cue Biopharma, Inc.",CUE,0.0%
"First Western Financial, Inc.",MYFW,0.0%
"LivePerson, Inc.",LPSN,0.0%
First Community Corporation,FCCO,0.0%
"NGM Biopharmaceuticals, Inc.",NGM,0.0%
"Emerald Holding, Inc.",EEX,0.0%
"Ikena Oncology, Inc.",IKNA,0.0%
"PMV Pharmaceuticals, Inc.",PMVP,0.0%
biote Corp. Class A,BTMD,0.0%
"BioAtla, Inc.",BCAB,0.0%
"HireQuest, Inc.",HQI,0.0%
"CompoSecure, Inc. Class A",CMPO,0.0%
"Aadi Biosciences, Inc.",AADI,0.0%
Vaxxinity Inc Class A,VAXX,0.0%
Workhorse Group Inc.,WKHS,0.0%
"Red Robin Gourmet Burgers, Inc.",RRGB,0.0%
SWK Holdings Corporation,SWKH,0.0%
"AlTi Global, Inc. Class A",ALTI,0.0%
"TPI Composites, Inc.",TPIC,0.0%
"Richardson Electronics, Ltd.",RELL,0.0%
Enviva Inc,EVA,0.0%
"Nuvectis Pharma, Inc.",NVCT,0.0%
Bright Green Corp.,BGXX,0.0%
"Benson Hill, Inc.",BHIL,0.0%
"Valhi, Inc.",VHI,0.0%
"Duluth Holdings, Inc. Class B",DLTH,0.0%
Chord Energy Corporation Warrant 2022-01.09.25 on Chord Energy Series B,WLLBW,0.0%
Chord Energy Corporation Warrant 2022-01.09.24 on Chord Energy Series A,WLLAW,0.0%
